1.30815,nan,nan
0.707107,0.406586,nan
2.12132,1.41421,0.701615
0.707107,0.707107,0.742336
1.06066,0.883883,0.729206
0.707107,0.883883,0.742499
0.707107,2.82843,0.78276
1.3435,3.14663,0.73783
1.41421,0.0353553,0.737564
0.707107,1.06066,0.753201
4.59619,1.94454,0.780851
1.0253,1.75009,0.779204
0.707107,0.159099,0.781602
4.59619,2.2981,0.810905
3.74767,0.742462,0.801139
3.04056,0.0353553,0.793682
3.39411,0.176777,0.79603
1.41421,0.282843,0.789798
0.565685,1.69706,0.816429
3.18198,1.52028,0.769503
2.65165,0.441942,0.793346
1.55563,0.159099,0.820912
2.26274,0.353553,0.80863
0.353553,0.954594,0.793629
3.0052,1.67938,0.815828
0.353553,1.67938,0.793359
1.09602,3.72999,0.849176
2.86378,3.53553,0.891862
7.95495,0.424264,0.882721
2.33345,5.85131,0.810014
1.23744,0.512652,0.809885
2.40416,1.00763,0.805734
2.08597,0.159099,0.794301
0.0353553,1.73241,0.782753
0.777817,0.441942,0.777228
0.141421,0.318198,0.781246
2.82843,2.40416,0.817095
1.9799,0.636396,0.80529
1.09602,11.0485,0.711382
4.9851,2.22739,0.79689
0.353553,7.33623,0.835271
0.707107,0.53033,0.816533
2.40416,4.80833,0.948759
2.47487,2.08597,0.961295
2.12132,2.65165,0.692607
4.87904,10.2177,0.769506
3.11127,0.53033,0.924228
3.46482,0.176777,nan
0.707107,0.0353553,nan
0.247487,5.7806,0.371744
2.12132,1.53796,nan
0.353553,1.59099,nan
0.353553,0,0.41757
3.07591,0.76014,0.441737
1.06066,1.36118,0.475594
2.12132,1.59099,0.699263
0.353553,13.2583,0.599521
2.82843,2.2981,0.804886
0.282843,0.848528,0.578409
0.707107,3.04056,0.622173
1.27279,0.989949,0.68855
1.52028,5.07349,0.840963
1.76777,1.64402,0.828716
1.20208,1.48492,0.884364
2.12132,3.07591,0.812262
2.08597,0.0176777,0.898386
0.53033,1.83848,0.63619
3.18198,9.45755,0.748851
1.76777,4.24264,0.739839
0.707107,2.2981,0.726417
0.247487,0.22981,0.724039
2.05061,3.27037,0.687883
3.74767,2.05061,0.664102
3.50018,0.583363,0.670993
7.07107,5.99273,0.606189
5.65685,10.6066,0.419259
4.59619,0.53033,0.289198
2.75772,34.0825,0.451344
0.565685,10.2884,nan
0.353553,1.87383,nan
2.43952,10.5889,nan
0.247487,17.2534,0.75632
0.388909,6.43467,0.816166
0.318198,0.353553,0.819578
0.777817,0.053033,0.81909
2.05061,3.0052,0.790015
0.0353553,1.8208,0.80792
0.353553,0.901561,0.799139
0.353553,0.353553,0.795711
1.37886,0.512652,0.88963
0.989949,1.29047,0.901733
2.12132,0.919239,0.893238
1.0253,2.63397,0.930466
1.41421,0.866206,0.922644
2.58094,0.83085,0.930283
2.12132,0.22981,0.932376
0.212132,1.6617,0.904305
0.707107,0.459619,0.90008
0.707107,9.19239,0.821126
0.636396,10.5712,0.926198
2.08597,0.76014,1.01846
6.68216,2.68701,0.999008
6.36396,0.159099,0.997604
4.17193,0.353553,1.00078
0.707107,2.47487,0.974324
1.41421,0.353553,0.851043
1.41421,4.94975,0.812142
1.30815,11.3314,nan
0.353553,0.866206,0.775119
0.636396,0.141421,0.814938
0.565685,0.813173,0.806331
4.24264,9.12168,0.707076
1.41421,1.76777,0.783508
0.636396,3.92444,0.788448
0.353553,1.55563,0.770223
0.707107,5.48008,1.09551
1.41421,1.76777,1.11709
0.707107,1.06066,1.1113
0.707107,5.65685,1.05516
2.12132,1.41421,1.04088
6.43467,4.91439,0.990287
1.41421,1.0253,1.00069
2.26274,7.49533,1.0776
3.18198,3.42947,1.04327
0.353553,4.73762,1.09054
0.848528,1.52028,1.09651
2.19203,6.36396,1.17509
0.565685,2.47487,1.08659
0.671751,0.053033,1.11359
0.141421,0.194454,1.15554
1.41421,0.636396,1.07027
1.59099,0.0883883,1.0605
1.41421,0.0883883,0.993652
1.37886,1.43189,1.00889
0.0353553,0.707107,1.0018
0.707107,0.335876,1.00515
0.707107,2.12132,1.0218
0.565685,2.89914,1.00552
1.44957,0.441942,1.00117
0.954594,4.70226,0.953611
0.0707107,0.548008,0.947944
1.76777,1.20208,0.96045
0.989949,0.671751,0.953558
2.12132,1.55563,0.969648
1.41421,0.353553,0.966062
0.0353553,0.689429,0.959042
2.33345,2.59862,0.932131
2.36881,0.0176777,0.931959
2.79307,2.58094,0.968137
2.79307,1.37886,0.954027
1.0253,0.176777,0.955916
1.09602,2.75772,0.984144
1.3435,0.548008,0.989726
0.707107,1.0253,0.979391
